time_s,frequency_hz,delta_frequency_hz,diesel_power_mw,storage_power_mw,storage_soc,power_deficit_mw,diesel_power_mw__diesel_slow,diesel_power_mw__diesel_fast,storage_power_mw__bess_1,storage_power_mw__bess_2,storage_soc__bess_1,storage_soc__bess_2
16.94,49.4465637,-0.55343633,0.522861684,0.923824339,0.74907962,2,0.287235912,0.235625772,0.543422682,0.380401657,0.799185696,0.648867468
16.96,49.4465652,-0.553434794,0.522864721,0.923821866,0.74907848,2,0.287240272,0.235624448,0.543421254,0.380400611,0.79918469,0.648866059
16.98,49.4465667,-0.55343327,0.522867733,0.923819412,0.749077339,2,0.287244598,0.235623135,0.543419838,0.380399574,0.799183684,0.64886465
17,49.4465682,-0.553431758,0.522870722,0.923816978,0.749076199,2,0.28724889,0.235621833,0.543418433,0.380398545,0.799182677,0.648863242
17.02,49.4465697,-0.553430257,0.522873687,0.923814563,0.749075058,2,0.287253147,0.23562054,0.543417038,0.380397524,0.799181671,0.648861833
17.04,49.4465712,-0.553428769,0.522876628,0.923812167,0.749073918,2,0.28725737,0.235619258,0.543415655,0.380396512,0.799180665,0.648860424
17.06,49.4465727,-0.553427293,0.522879546,0.92380979,0.749072777,2,0.28726156,0.235617986,0.543414283,0.380395507,0.799179658,0.648859015
17.08,49.4465742,-0.553425828,0.522882441,0.923807433,0.749071637,2,0.287265716,0.235616725,0.543412922,0.380394511,0.799178652,0.648857606
17.1,49.4465756,-0.553424375,0.522885312,0.923805094,0.749070496,2,0.287269839,0.235615473,0.543411572,0.380393522,0.799177646,0.648856197
17.12,49.4465771,-0.553422934,0.522888161,0.923802774,0.749069356,2,0.28727393,0.235614231,0.543410232,0.380392541,0.799176639,0.648854788
17.14,49.4465785,-0.553421504,0.522890987,0.923800472,0.749068215,2,0.287277988,0.235612999,0.543408904,0.380391568,0.799175633,0.648853379
17.16,49.4465799,-0.553420086,0.52289379,0.923798188,0.749067075,2,0.287282013,0.235611777,0.543407585,0.380390603,0.799174627,0.648851971
17.18,49.4465813,-0.553418678,0.522896572,0.923795923,0.749065934,2,0.287286007,0.235610565,0.543406277,0.380389645,0.79917362,0.648850562
17.2,49.4465827,-0.553417282,0.522899331,0.923793675,0.749064794,2,0.287289969,0.235609362,0.54340498,0.380388695,0.799172614,0.648849153
17.22,49.4465841,-0.553415897,0.522902068,0.923791446,0.749063653,2,0.287293899,0.235608169,0.543403693,0.380387753,0.799171608,0.648847744
17.24,49.4465855,-0.553414523,0.522904783,0.923789234,0.749062513,2,0.287297798,0.235606986,0.543402416,0.380386818,0.799170602,0.648846335
17.26,49.4465868,-0.55341316,0.522907477,0.92378704,0.749061372,2,0.287301666,0.235605811,0.543401149,0.38038589,0.799169595,0.648844926
17.28,49.4465882,-0.553411808,0.522910149,0.923784863,0.749060232,2,0.287305503,0.235604647,0.543399893,0.38038497,0.799168589,0.648843518
17.3,49.4465895,-0.553410467,0.522912801,0.923782704,0.749059091,2,0.287309309,0.235603491,0.543398646,0.380384058,0.799167583,0.648842109
17.32,49.4465909,-0.553409136,0.52291543,0.923780562,0.749057951,2,0.287313086,0.235602345,0.543397409,0.380383152,0.799166576,0.6488407
17.34,49.4465922,-0.553407816,0.52291804,0.923778436,0.74905681,2,0.287316832,0.235601207,0.543396183,0.380382254,0.79916557,0.648839291
17.36,49.4465935,-0.553406506,0.522920628,0.923776328,0.74905567,2,0.287320549,0.235600079,0.543394965,0.380381363,0.799164564,0.648837882
17.38,49.4465948,-0.553405207,0.522923195,0.923774237,0.749054529,2,0.287324235,0.23559896,0.543393758,0.380380479,0.799163557,0.648836473
17.4,49.4465961,-0.553403918,0.522925743,0.923772162,0.749053389,2,0.287327893,0.23559785,0.54339256,0.380379602,0.799162551,0.648835065
17.42,49.4465974,-0.55340264,0.52292827,0.923770103,0.749052249,2,0.287331521,0.235596748,0.543391372,0.380378731,0.799161545,0.648833656
17.44,49.4465986,-0.553401371,0.522930777,0.923768061,0.749051108,2,0.287335121,0.235595656,0.543390193,0.380377868,0.799160539,0.648832247
17.46,49.4465999,-0.553400113,0.522933263,0.923766036,0.749049968,2,0.287338692,0.235594572,0.543389024,0.380377012,0.799159532,0.648830838
17.48,49.4466011,-0.553398864,0.522935731,0.923764026,0.749048827,2,0.287342234,0.235593496,0.543387863,0.380376163,0.799158526,0.648829429
17.5,49.4466024,-0.553397626,0.522938178,0.923762032,0.749047687,2,0.287345748,0.23559243,0.543386713,0.38037532,0.79915752,0.648828021
17.52,49.4466036,-0.553396397,0.522940606,0.923760055,0.749046546,2,0.287349235,0.235591371,0.543385571,0.380374484,0.799156514,0.648826612
17.54,49.4466048,-0.553395179,0.522943015,0.923758093,0.749045406,2,0.287352693,0.235590321,0.543384438,0.380373655,0.799155507,0.648825203
17.56,49.446606,-0.553393969,0.522945404,0.923756146,0.749044265,2,0.287356124,0.23558928,0.543383314,0.380372832,0.799154501,0.648823794
17.58,49.4466072,-0.55339277,0.522947775,0.923754215,0.749043125,2,0.287359528,0.235588247,0.5433822,0.380372016,0.799153495,0.648822385
17.6,49.4466084,-0.55339158,0.522950126,0.9237523,0.749041985,2,0.287362905,0.235587222,0.543381094,0.380371206,0.799152488,0.648820977
17.62,49.4466096,-0.5533904,0.522952459,0.923750399,0.749040844,2,0.287366255,0.235586205,0.543379997,0.380370403,0.799151482,0.648819568
17.64,49.4466108,-0.553389228,0.522954774,0.923748514,0.749039704,2,0.287369578,0.235585196,0.543378908,0.380369606,0.799150476,0.648818159
17.66,49.4466119,-0.553388067,0.52295707,0.923746644,0.749038563,2,0.287372874,0.235584195,0.543377829,0.380368815,0.79914947,0.64881675
17.68,49.4466131,-0.553386914,0.522959347,0.923744789,0.749037423,2,0.287376145,0.235583203,0.543376758,0.380368031,0.799148463,0.648815342
17.7,49.4466142,-0.553385771,0.522961607,0.923742948,0.749036282,2,0.287379389,0.235582218,0.543375695,0.380367253,0.799147457,0.648813933
17.72,49.4466154,-0.553384636,0.522963848,0.923741122,0.749035142,2,0.287382608,0.235581241,0.543374641,0.380366481,0.799146451,0.648812524
17.74,49.4466165,-0.553383511,0.522966072,0.923739311,0.749034002,2,0.287385801,0.235580271,0.543373595,0.380365715,0.799145445,0.648811115
17.76,49.4466176,-0.553382395,0.522968278,0.923737514,0.749032861,2,0.287388968,0.23557931,0.543372558,0.380364956,0.799144438,0.648809707
17.78,49.4466187,-0.553381288,0.522970467,0.923735731,0.749031721,2,0.28739211,0.235578356,0.543371529,0.380364202,0.799143432,0.648808298
17.8,49.4466198,-0.553380189,0.522972638,0.923733963,0.74903058,2,0.287395228,0.23557741,0.543370508,0.380363455,0.799142426,0.648806889
17.82,49.4466209,-0.553379099,0.522974791,0.923732208,0.74902944,2,0.28739832,0.235576471,0.543369495,0.380362713,0.79914142,0.64880548
17.84,49.446622,-0.553378018,0.522976928,0.923730468,0.7490283,2,0.287401388,0.23557554,0.54336849,0.380361977,0.799140414,0.648804072
17.86,49.4466231,-0.553376945,0.522979048,0.923728741,0.749027159,2,0.287404432,0.235574616,0.543367493,0.380361248,0.799139407,0.648802663
17.88,49.4466241,-0.553375881,0.52298115,0.923727028,0.749026019,2,0.287407451,0.235573699,0.543366505,0.380360524,0.799138401,0.648801254
17.9,49.4466252,-0.553374826,0.522983236,0.923725329,0.749024878,2,0.287410446,0.23557279,0.543365524,0.380359805,0.799137395,0.648799845
17.92,49.4466262,-0.553373779,0.522985306,0.923723643,0.749023738,2,0.287413418,0.235571888,0.54336455,0.380359093,0.799136389,0.648798437
17.94,49.4466273,-0.55337274,0.522987359,0.923721971,0.749022598,2,0.287416365,0.235570993,0.543363585,0.380358386,0.799135382,0.648797028
17.96,49.4466283,-0.553371709,0.522989395,0.923720312,0.749021457,2,0.28741929,0.235570106,0.543362627,0.380357685,0.799134376,0.648795619
17.98,49.4466293,-0.553370687,0.522991416,0.923718666,0.749020317,2,0.287422191,0.235569225,0.543361677,0.380356989,0.79913337,0.64879421
18,49.4466303,-0.553369672,0.52299342,0.923717033,0.749019176,2,0.287425068,0.235568352,0.543360735,0.380356299,0.799132364,0.648792802
18.02,49.4466313,-0.553368666,0.522995408,0.923715414,0.749018036,2,0.287427923,0.235567485,0.5433598,0.380355614,0.799131357,0.648791393
18.04,49.4466323,-0.553367668,0.522997381,0.923713807,0.749016896,2,0.287430756,0.235566625,0.543358872,0.380354935,0.799130351,0.648789984
18.06,49.4466333,-0.553366678,0.522999338,0.923712213,0.749015755,2,0.287433565,0.235565772,0.543357952,0.380354261,0.799129345,0.648788575
18.08,49.4466343,-0.553365696,0.523001279,0.923710631,0.749014615,2,0.287436353,0.235564926,0.543357039,0.380353593,0.799128339,0.648787167
18.1,49.4466353,-0.553364721,0.523003205,0.923709063,0.749013474,2,0.287439118,0.235564087,0.543356133,0.38035293,0.799127333,0.648785758
18.12,49.4466362,-0.553363754,0.523005115,0.923707506,0.749012334,2,0.287441861,0.235563254,0.543355235,0.380352272,0.799126326,0.648784349
18.14,49.4466372,-0.553362795,0.523007011,0.923705962,0.749011194,2,0.287444583,0.235562428,0.543354343,0.380351619,0.79912532,0.648782941
18.16,49.4466382,-0.553361844,0.523008891,0.923704431,0.749010053,2,0.287447282,0.235561608,0.543353459,0.380350972,0.799124314,0.648781532
18.18,49.4466391,-0.5533609,0.523010756,0.923702911,0.749008913,2,0.287449961,0.235560795,0.543352582,0.380350329,0.799123308,0.648780123
18.2,49.44664,-0.553359963,0.523012606,0.923701404,0.749007773,2,0.287452617,0.235559989,0.543351712,0.380349692,0.799122302,0.648778715
18.22,49.446641,-0.553359034,0.523014442,0.923699909,0.749006632,2,0.287455253,0.235559189,0.543350848,0.38034906,0.799121295,0.648777306
18.24,49.4466419,-0.553358113,0.523016263,0.923698425,0.749005492,2,0.287457868,0.235558395,0.543349992,0.380348433,0.799120289,0.648775897
18.26,49.4466428,-0.553357199,0.52301807,0.923696953,0.749004351,2,0.287460462,0.235557608,0.543349143,0.380347811,0.799119283,0.648774488
18.28,49.4466437,-0.553356292,0.523019862,0.923695494,0.749003211,2,0.287463035,0.235556827,0.5433483,0.380347194,0.799118277,0.64877308
18.3,49.4466446,-0.553355392,0.52302164,0.923694045,0.749002071,2,0.287465588,0.235556052,0.543347464,0.380346582,0.799117271,0.648771671
18.32,49.4466455,-0.5533545,0.523023403,0.923692608,0.74900093,2,0.287468121,0.235555283,0.543346634,0.380345974,0.799116264,0.648770262
18.34,49.4466464,-0.553353614,0.523025153,0.923691183,0.74899979,2,0.287470633,0.23555452,0.543345811,0.380345372,0.799115258,0.648768854
18.36,49.4466473,-0.553352736,0.523026889,0.923689769,0.74899865,2,0.287473125,0.235553764,0.543344995,0.380344774,0.799114252,0.648767445
18.38,49.4466481,-0.553351864,0.523028611,0.923688366,0.748997509,2,0.287475598,0.235553013,0.543344185,0.380344181,0.799113246,0.648766036
18.4,49.446649,-0.553351,0.523030319,0.923686975,0.748996369,2,0.287478051,0.235552269,0.543343382,0.380343593,0.79911224,0.648764628
18.42,49.4466499,-0.553350142,0.523032014,0.923685594,0.748995229,2,0.287480484,0.23555153,0.543342585,0.380343009,0.799111233,0.648763219
18.44,49.4466507,-0.553349291,0.523033695,0.923684225,0.748994088,2,0.287482898,0.235550797,0.543341794,0.38034243,0.799110227,0.64876181
18.46,49.4466516,-0.553348447,0.523035363,0.923682866,0.748992948,2,0.287485293,0.23555007,0.54334101,0.380341856,0.799109221,0.648760402
18.48,49.4466524,-0.55334761,0.523037017,0.923681518,0.748991808,2,0.287487668,0.235549349,0.543340232,0.380341286,0.799108215,0.648758993
18.5,49.4466532,-0.55334678,0.523038659,0.923680181,0.748990667,2,0.287490025,0.235548634,0.54333946,0.380340721,0.799107209,0.648757584
18.52,49.446654,-0.553345955,0.523040287,0.923678855,0.748989527,2,0.287492363,0.235547924,0.543338694,0.380340161,0.799106202,0.648756176
18.54,49.4466549,-0.553345138,0.523041903,0.923677539,0.748988386,2,0.287494683,0.23554722,0.543337934,0.380339604,0.799105196,0.648754767
18.56,49.4466557,-0.553344327,0.523043505,0.923676233,0.748987246,2,0.287496984,0.235546521,0.543337181,0.380339052,0.79910419,0.648753358
18.58,49.4466565,-0.553343523,0.523045095,0.923674938,0.748986106,2,0.287499266,0.235545829,0.543336433,0.380338505,0.799103184,0.64875195
18.6,49.4466573,-0.553342724,0.523046672,0.923673653,0.748984965,2,0.287501531,0.235545141,0.543335691,0.380337962,0.799102178,0.648750541
18.62,49.4466581,-0.553341933,0.523048236,0.923672379,0.748983825,2,0.287503777,0.235544459,0.543334956,0.380337423,0.799101172,0.648749132
18.64,49.4466589,-0.553341147,0.523049788,0.923671114,0.748982685,2,0.287506006,0.235543783,0.543334226,0.380336889,0.799100165,0.648747724
18.66,49.4466596,-0.553340368,0.523051328,0.92366986,0.748981544,2,0.287508217,0.235543112,0.543333502,0.380336359,0.799099159,0.648746315
18.68,49.4466604,-0.553339595,0.523052856,0.923668616,0.748980404,2,0.28751041,0.235542446,0.543332783,0.380335833,0.799098153,0.648744906
18.7,49.4466612,-0.553338828,0.523054371,0.923667381,0.748979264,2,0.287512586,0.235541785,0.543332071,0.380335311,0.799097147,0.648743498
18.72,49.4466619,-0.553338068,0.523055874,0.923666157,0.748978123,2,0.287514744,0.23554113,0.543331364,0.380334793,0.799096141,0.648742089
18.74,49.4466627,-0.553337313,0.523057366,0.923664942,0.748976983,2,0.287516885,0.23554048,0.543330662,0.38033428,0.799095135,0.64874068
18.76,49.4466634,-0.553336564,0.523058845,0.923663737,0.748975843,2,0.28751901,0.235539835,0.543329967,0.38033377,0.799094128,0.648739272
18.78,49.4466642,-0.553335821,0.523060313,0.923662541,0.748974702,2,0.287521117,0.235539196,0.543329276,0.380333265,0.799093122,0.648737863
18.8,49.4466649,-0.553335085,0.523061769,0.923661355,0.748973562,2,0.287523207,0.235538561,0.543328592,0.380332763,0.799092116,0.648736454
18.82,49.4466656,-0.553334354,0.523063213,0.923660178,0.748972422,2,0.287525281,0.235537932,0.543327912,0.380332266,0.79909111,0.648735046
18.84,49.4466664,-0.553333629,0.523064646,0.923659011,0.748971282,2,0.287527339,0.235537307,0.543327238,0.380331773,0.799090104,0.648733637
18.86,49.4466671,-0.553332909,0.523066067,0.923657853,0.748970141,2,0.28752938,0.235536687,0.54332657,0.380331283,0.799089098,0.648732229
18.88,49.4466678,-0.553332196,0.523067477,0.923656704,0.748969001,2,0.287531405,0.235536073,0.543325907,0.380330798,0.799088091,0.64873082
18.9,49.4466685,-0.553331488,0.523068876,0.923655565,0.748967861,2,0.287533413,0.235535463,0.543325249,0.380330316,0.799087085,0.648729411
18.92,49.4466692,-0.553330785,0.523070264,0.923654434,0.74896672,2,0.287535406,0.235534858,0.543324596,0.380329838,0.799086079,0.648728003
18.94,49.4466699,-0.553330089,0.523071641,0.923653313,0.74896558,2,0.287537383,0.235534258,0.543323949,0.380329364,0.799085073,0.648726594
18.96,49.4466706,-0.553329397,0.523073007,0.9236522,0.74896444,2,0.287539344,0.235533663,0.543323306,0.380328894,0.799084067,0.648725185
18.98,49.4466713,-0.553328712,0.523074362,0.923651096,0.748963299,2,0.287541289,0.235533072,0.543322669,0.380328427,0.799083061,0.648723777
19,49.446672,-0.553328031,0.523075706,0.923650001,0.748962159,2,0.28754322,0.235532486,0.543322037,0.380327964,0.799082054,0.648722368
19.02,49.4466726,-0.553327357,0.523077039,0.923648915,0.748961019,2,0.287545134,0.235531905,0.54332141,0.380327505,0.799081048,0.64872096
19.04,49.4466733,-0.553326687,0.523078362,0.923647837,0.748959878,2,0.287547034,0.235531329,0.543320788,0.380327049,0.799080042,0.648719551
19.06,49.446674,-0.553326023,0.523079674,0.923646768,0.748958738,2,0.287548918,0.235530757,0.543320171,0.380326597,0.799079036,0.648718142
19.08,49.4466746,-0.553325364,0.523080976,0.923645707,0.748957598,2,0.287550787,0.235530189,0.543319558,0.380326149,0.79907803,0.648716734
19.1,49.4466753,-0.553324711,0.523082268,0.923644655,0.748956457,2,0.287552642,0.235529626,0.543318951,0.380325704,0.799077024,0.648715325
19.12,49.4466759,-0.553324062,0.523083549,0.923643612,0.748955317,2,0.287554481,0.235529068,0.543318348,0.380325263,0.799076018,0.648713916
19.14,49.4466766,-0.553323419,0.52308482,0.923642576,0.748954177,2,0.287556306,0.235528514,0.543317751,0.380324826,0.799075011,0.648712508
19.16,49.4466772,-0.553322781,0.523086081,0.923641549,0.748953037,2,0.287558117,0.235527964,0.543317158,0.380324391,0.799074005,0.648711099
19.18,49.4466779,-0.553322148,0.523087332,0.92364053,0.748951896,2,0.287559913,0.235527419,0.543316569,0.380323961,0.799072999,0.648709691
19.2,49.4466785,-0.55332152,0.523088573,0.923639519,0.748950756,2,0.287561695,0.235526878,0.543315986,0.380323533,0.799071993,0.648708282
19.22,49.4466791,-0.553320897,0.523089804,0.923638516,0.748949616,2,0.287563462,0.235526342,0.543315407,0.380323109,0.799070987,0.648706873
19.24,49.4466797,-0.553320279,0.523091025,0.923637521,0.748948475,2,0.287565216,0.235525809,0.543314832,0.380322689,0.799069981,0.648705465
19.26,49.4466803,-0.553319666,0.523092237,0.923636534,0.748947335,2,0.287566955,0.235525281,0.543314263,0.380322272,0.799068975,0.648704056
19.28,49.4466809,-0.553319057,0.523093438,0.923635555,0.748946195,2,0.287568681,0.235524757,0.543313697,0.380321858,0.799067968,0.648702648
19.3,49.4466815,-0.553318454,0.523094631,0.923634584,0.748945055,2,0.287570393,0.235524238,0.543313137,0.380321447,0.799066962,0.648701239
19.32,49.4466821,-0.553317855,0.523095814,0.92363362,0.748943914,2,0.287572091,0.235523722,0.54331258,0.38032104,0.799065956,0.64869983
19.34,49.4466827,-0.553317262,0.523096987,0.923632664,0.748942774,2,0.287573776,0.235523211,0.543312029,0.380320636,0.79906495,0.648698422
19.36,49.4466833,-0.553316673,0.523098151,0.923631716,0.748941634,2,0.287575448,0.235522703,0.543311481,0.380320235,0.799063944,0.648697013
19.38,49.4466839,-0.553316088,0.523099306,0.923630775,0.748940493,2,0.287577106,0.2355222,0.543310938,0.380319837,0.799062938,0.648695605
19.4,49.4466845,-0.553315508,0.523100451,0.923629842,0.748939353,2,0.287578751,0.235521701,0.543310399,0.380319443,0.799061932,0.648694196
19.42,49.4466851,-0.553314933,0.523101588,0.923628916,0.748938213,2,0.287580383,0.235521205,0.543309865,0.380319051,0.799060926,0.648692787
19.44,49.4466856,-0.553314363,0.523102715,0.923627998,0.748937073,2,0.287582002,0.235520714,0.543309334,0.380318663,0.799059919,0.648691379
19.46,49.4466862,-0.553313797,0.523103834,0.923627086,0.748935932,2,0.287583608,0.235520226,0.543308808,0.380318278,0.799058913,0.64868997
19.48,49.4466868,-0.553313235,0.523104943,0.923626183,0.748934792,2,0.287585201,0.235519743,0.543308287,0.380317896,0.799057907,0.648688562
19.5,49.4466873,-0.553312678,0.523106044,0.923625286,0.748933652,2,0.287586781,0.235519263,0.543307769,0.380317517,0.799056901,0.648687153
19.52,49.4466879,-0.553312125,0.523107136,0.923624396,0.748932511,2,0.287588349,0.235518787,0.543307255,0.380317141,0.799055895,0.648685745
19.54,49.4466884,-0.553311577,0.523108219,0.923623514,0.748931371,2,0.287589905,0.235518315,0.543306746,0.380316768,0.799054889,0.648684336
19.56,49.446689,-0.553311033,0.523109294,0.923622638,0.748930231,2,0.287591448,0.235517846,0.54330624,0.380316398,0.799053883,0.648682927
19.58,49.4466895,-0.553310494,0.52311036,0.92362177,0.748929091,2,0.287592979,0.235517382,0.543305739,0.380316031,0.799052877,0.648681519
19.6,49.44669,-0.553309958,0.523111418,0.923620908,0.74892795,2,0.287594497,0.235516921,0.543305242,0.380315666,0.79905187,0.64868011
19.62,49.4466906,-0.553309427,0.523112467,0.923620053,0.74892681,2,0.287596004,0.235516463,0.543304748,0.380315305,0.799050864,0.648678702
19.64,49.4466911,-0.553308901,0.523113508,0.923619205,0.74892567,2,0.287597498,0.23551601,0.543304259,0.380314947,0.799049858,0.648677293
19.66,49.4466916,-0.553308378,0.52311454,0.923618364,0.74892453,2,0.287598981,0.23551556,0.543303773,0.380314591,0.799048852,0.648675884
19.68,49.4466921,-0.55330786,0.523115565,0.92361753,0.748923389,2,0.287600452,0.235515113,0.543303291,0.380314238,0.799047846,0.648674476
19.7,49.4466927,-0.553307345,0.523116581,0.923616702,0.748922249,2,0.287601911,0.23551467,0.543302813,0.380313888,0.79904684,0.648673067
19.72,49.4466932,-0.553306835,0.523117589,0.92361588,0.748921109,2,0.287603358,0.235514231,0.543302339,0.380313541,0.799045834,0.648671659
19.74,49.4466937,-0.553306329,0.523118589,0.923615066,0.748919968,2,0.287604794,0.235513795,0.543301869,0.380313197,0.799044828,0.64867025
19.76,49.4466942,-0.553305827,0.523119581,0.923614257,0.748918828,2,0.287606219,0.235513362,0.543301402,0.380312855,0.799043821,0.648668842
19.78,49.4466947,-0.553305329,0.523120566,0.923613456,0.748917688,2,0.287607632,0.235512933,0.543300939,0.380312516,0.799042815,0.648667433
19.8,49.4466952,-0.553304835,0.523121542,0.92361266,0.748916548,2,0.287609034,0.235512508,0.54330048,0.38031218,0.799041809,0.648666025
19.82,49.4466957,-0.553304345,0.523122511,0.923611871,0.748915407,2,0.287610425,0.235512086,0.543300025,0.380311846,0.799040803,0.648664616
19.84,49.4466961,-0.553303858,0.523123472,0.923611088,0.748914267,2,0.287611805,0.235511667,0.543299573,0.380311516,0.799039797,0.648663207
19.86,49.4466966,-0.553303376,0.523124425,0.923610312,0.748913127,2,0.287613174,0.235511251,0.543299124,0.380311187,0.799038791,0.648661799
19.88,49.4466971,-0.553302897,0.523125371,0.923609541,0.748911987,2,0.287614532,0.235510839,0.54329868,0.380310862,0.799037785,0.64866039
19.9,49.4466976,-0.553302422,0.523126309,0.923608777,0.748910846,2,0.287615879,0.23551043,0.543298238,0.380310539,0.799036779,0.648658982
19.92,49.446698,-0.553301951,0.523127239,0.923608019,0.748909706,2,0.287617215,0.235510024,0.543297801,0.380310218,0.799035773,0.648657573
19.94,49.4466985,-0.553301484,0.523128163,0.923607267,0.748908566,2,0.287618541,0.235509622,0.543297367,0.3803099,0.799034766,0.648656165
19.96,49.446699,-0.553301021,0.523129079,0.92360652,0.748907426,2,0.287619856,0.235509223,0.543296936,0.380309585,0.79903376,0.648654756
19.98,49.4466994,-0.553300561,0.523129987,0.92360578,0.748906285,2,0.287621161,0.235508827,0.543296508,0.380309272,0.799032754,0.648653347
20,49.4466999,-0.553300105,0.523130889,0.923605046,0.748905145,2,0.287622455,0.235508434,0.543296084,0.380308961,0.799031748,0.648651939
20.02,49.4467003,-0.553299652,0.523131783,0.923604317,0.748904005,2,0.287623739,0.235508044,0.543295664,0.380308653,0.799030742,0.64865053
20.04,49.4467008,-0.553299203,0.52313267,0.923603595,0.748902865,2,0.287625013,0.235507657,0.543295247,0.380308348,0.799029736,0.648649122
20.06,49.4467012,-0.553298758,0.52313355,0.923602878,0.748901724,2,0.287626276,0.235507274,0.543294833,0.380308045,0.79902873,0.648647713
20.08,49.4467017,-0.553298316,0.523134423,0.923602166,0.748900584,2,0.28762753,0.235506893,0.543294422,0.380307744,0.799027724,0.648646305
20.1,49.4467021,-0.553297878,0.523135289,0.923601461,0.748899444,2,0.287628774,0.235506516,0.543294015,0.380307446,0.799026718,0.648644896
20.12,49.4467026,-0.553297443,0.523136148,0.923600761,0.748898304,2,0.287630007,0.235506141,0.543293611,0.38030715,0.799025712,0.648643488
20.14,49.446703,-0.553297011,0.523137001,0.923600066,0.748897163,2,0.287631231,0.23550577,0.54329321,0.380306857,0.799024705,0.648642079
20.16,49.4467034,-0.553296583,0.523137846,0.923599378,0.748896023,2,0.287632445,0.235505401,0.543292812,0.380306565,0.799023699,0.648640671
20.18,49.4467038,-0.553296159,0.523138685,0.923598694,0.748894883,2,0.28763365,0.235505035,0.543292418,0.380306276,0.799022693,0.648639262
20.2,49.4467043,-0.553295738,0.523139517,0.923598016,0.748893743,2,0.287634845,0.235504673,0.543292026,0.38030599,0.799021687,0.648637853
20.22,49.4467047,-0.55329532,0.523140343,0.923597344,0.748892602,2,0.28763603,0.235504313,0.543291638,0.380305706,0.799020681,0.648636445
20.24,49.4467051,-0.553294905,0.523141162,0.923596676,0.748891462,2,0.287637206,0.235503956,0.543291253,0.380305424,0.799019675,0.648635036
20.26,49.4467055,-0.553294494,0.523141975,0.923596015,0.748890322,2,0.287638373,0.235503602,0.543290871,0.380305144,0.799018669,0.648633628
20.28,49.4467059,-0.553294086,0.523142781,0.923595358,0.748889182,2,0.28763953,0.23550325,0.543290492,0.380304866,0.799017663,0.648632219
20.3,49.4467063,-0.553293682,0.52314358,0.923594707,0.748888041,2,0.287640678,0.235502902,0.543290116,0.380304591,0.799016657,0.648630811
20.32,49.4467067,-0.55329328,0.523144373,0.92359406,0.748886901,2,0.287641817,0.235502556,0.543289743,0.380304318,0.799015651,0.648629402
20.34,49.4467071,-0.553292882,0.52314516,0.923593419,0.748885761,2,0.287642947,0.235502213,0.543289372,0.380304047,0.799014645,0.648627994
20.36,49.4467075,-0.553292487,0.523145941,0.923592783,0.748884621,2,0.287644068,0.235501873,0.543289005,0.380303778,0.799013638,0.648626585
20.38,49.4467079,-0.553292095,0.523146715,0.923592152,0.74888348,2,0.28764518,0.235501535,0.543288641,0.380303511,0.799012632,0.648625177
20.4,49.4467083,-0.553291706,0.523147484,0.923591526,0.74888234,2,0.287646283,0.2355012,0.54328828,0.380303247,0.799011626,0.648623768
20.42,49.4467087,-0.55329132,0.523148246,0.923590906,0.7488812,2,0.287647378,0.235500868,0.543287921,0.380302984,0.79901062,0.64862236
20.44,49.4467091,-0.553290938,0.523149002,0.92359029,0.74888006,2,0.287648463,0.235500539,0.543287566,0.380302724,0.799009614,0.648620951
20.46,49.4467094,-0.553290558,0.523149752,0.923589679,0.748878919,2,0.28764954,0.235500212,0.543287213,0.380302466,0.799008608,0.648619543
20.48,49.4467098,-0.553290182,0.523150496,0.923589072,0.748877779,2,0.287650609,0.235499887,0.543286863,0.380302209,0.799007602,0.648618134
20.5,49.4467102,-0.553289808,0.523151234,0.923588471,0.748876639,2,0.287651669,0.235499566,0.543286516,0.380301955,0.799006596,0.648616726
20.52,49.4467106,-0.553289437,0.523151967,0.923587874,0.748875499,2,0.28765272,0.235499246,0.543286171,0.380301703,0.79900559,0.648615317
20.54,49.4467109,-0.55328907,0.523152693,0.923587282,0.748874359,2,0.287653763,0.23549893,0.54328583,0.380301453,0.799004584,0.648613908
20.56,49.4467113,-0.553288705,0.523153414,0.923586695,0.748873218,2,0.287654798,0.235498616,0.543285491,0.380301205,0.799003578,0.6486125
20.58,49.4467117,-0.553288343,0.523154129,0.923586113,0.748872078,2,0.287655825,0.235498304,0.543285155,0.380300958,0.799002571,0.648611091
20.6,49.446712,-0.553287984,0.523154838,0.923585535,0.748870938,2,0.287656843,0.235497995,0.543284821,0.380300714,0.799001565,0.648609683
20.62,49.4467124,-0.553287628,0.523155542,0.923584962,0.748869798,2,0.287657853,0.235497688,0.54328449,0.380300472,0.799000559,0.648608274
20.64,49.4467127,-0.553287275,0.52315624,0.923584393,0.748868657,2,0.287658856,0.235497384,0.543284162,0.380300231,0.798999553,0.648606866
20.66,49.4467131,-0.553286924,0.523156932,0.923583829,0.748867517,2,0.28765985,0.235497082,0.543283836,0.380299993,0.798998547,0.648605457
20.68,49.4467134,-0.553286577,0.523157619,0.923583269,0.748866377,2,0.287660836,0.235496783,0.543283513,0.380299756,0.798997541,0.648604049
20.7,49.4467138,-0.553286232,0.5231583,0.923582714,0.748865237,2,0.287661815,0.235496485,0.543283193,0.380299522,0.798996535,0.64860264
20.72,49.4467141,-0.55328589,0.523158977,0.923582163,0.748864097,2,0.287662786,0.235496191,0.543282875,0.380299289,0.798995529,0.648601232
