time_s,frequency_hz,delta_frequency_hz,diesel_power_mw,storage_power_mw,storage_soc,power_deficit_mw
16,49.3821204,-0.61787963,0.470303423,0.911819059,0.799045409,2
16.02,49.3821204,-0.617879604,0.470303425,0.911819029,0.799044143,2
16.04,49.3821204,-0.617879579,0.470303428,0.911819,0.799042876,2
16.06,49.3821204,-0.617879554,0.47030343,0.911818972,0.79904161,2
16.08,49.3821205,-0.61787953,0.470303432,0.911818945,0.799040343,2
16.1,49.3821205,-0.617879506,0.470303434,0.911818918,0.799039077,2
16.12,49.3821205,-0.617879483,0.470303436,0.911818892,0.799037811,2
16.14,49.3821205,-0.617879461,0.470303438,0.911818867,0.799036544,2
16.16,49.3821206,-0.617879439,0.470303439,0.911818843,0.799035278,2
16.18,49.3821206,-0.617879418,0.47030344,0.911818819,0.799034011,2
16.2,49.3821206,-0.617879397,0.470303441,0.911818796,0.799032745,2
16.22,49.3821206,-0.617879377,0.470303442,0.911818773,0.799031478,2
16.24,49.3821206,-0.617879358,0.470303442,0.911818751,0.799030212,2
16.26,49.3821207,-0.617879339,0.470303443,0.91181873,0.799028946,2
16.28,49.3821207,-0.61787932,0.470303443,0.911818709,0.799027679,2
16.3,49.3821207,-0.617879302,0.470303443,0.911818688,0.799026413,2
16.32,49.3821207,-0.617879284,0.470303443,0.911818669,0.799025146,2
16.34,49.3821207,-0.617879267,0.470303443,0.911818649,0.79902388,2
16.36,49.3821207,-0.61787925,0.470303443,0.911818631,0.799022614,2
16.38,49.3821208,-0.617879234,0.470303442,0.911818613,0.799021347,2
16.4,49.3821208,-0.617879218,0.470303442,0.911818595,0.799020081,2
16.42,49.3821208,-0.617879202,0.470303441,0.911818578,0.799018814,2
16.44,49.3821208,-0.617879187,0.47030344,0.911818561,0.799017548,2
16.46,49.3821208,-0.617879173,0.470303439,0.911818545,0.799016282,2
16.48,49.3821208,-0.617879158,0.470303438,0.911818529,0.799015015,2
16.5,49.3821209,-0.617879145,0.470303437,0.911818514,0.799013749,2
16.52,49.3821209,-0.617879131,0.470303436,0.911818499,0.799012482,2
16.54,49.3821209,-0.617879118,0.470303435,0.911818485,0.799011216,2
16.56,49.3821209,-0.617879105,0.470303433,0.911818471,0.799009949,2
16.58,49.3821209,-0.617879093,0.470303432,0.911818457,0.799008683,2
16.6,49.3821209,-0.617879081,0.47030343,0.911818444,0.799007417,2
16.62,49.3821209,-0.617879069,0.470303429,0.911818431,0.79900615,2
16.64,49.3821209,-0.617879058,0.470303427,0.911818418,0.799004884,2
16.66,49.382121,-0.617879046,0.470303425,0.911818406,0.799003617,2
16.68,49.382121,-0.617879036,0.470303423,0.911818394,0.799002351,2
16.7,49.382121,-0.617879025,0.470303421,0.911818383,0.799001085,2
16.72,49.382121,-0.617879015,0.470303419,0.911818372,0.798999818,2
16.74,49.382121,-0.617879005,0.470303417,0.911818361,0.798998552,2
16.76,49.382121,-0.617878995,0.470303415,0.911818351,0.798997285,2
16.78,49.382121,-0.617878986,0.470303413,0.911818341,0.798996019,2
16.8,49.382121,-0.617878977,0.470303411,0.911818331,0.798994752,2
16.82,49.382121,-0.617878968,0.470303408,0.911818321,0.798993486,2
16.84,49.382121,-0.61787896,0.470303406,0.911818312,0.79899222,2
16.86,49.382121,-0.617878951,0.470303404,0.911818303,0.798990953,2
16.88,49.3821211,-0.617878943,0.470303401,0.911818295,0.798989687,2
16.9,49.3821211,-0.617878935,0.470303399,0.911818286,0.79898842,2
16.92,49.3821211,-0.617878928,0.470303396,0.911818278,0.798987154,2
16.94,49.3821211,-0.61787892,0.470303394,0.91181827,0.798985888,2
16.96,49.3821211,-0.617878913,0.470303391,0.911818263,0.798984621,2
16.98,49.3821211,-0.617878906,0.470303388,0.911818255,0.798983355,2
17,49.3821211,-0.617878899,0.470303386,0.911818248,0.798982088,2
17.02,49.3821211,-0.617878893,0.470303383,0.911818241,0.798980822,2
17.04,49.3821211,-0.617878886,0.47030338,0.911818235,0.798979555,2
17.06,49.3821211,-0.61787888,0.470303378,0.911818228,0.798978289,2
17.08,49.3821211,-0.617878874,0.470303375,0.911818222,0.798977023,2
17.1,49.3821211,-0.617878869,0.470303372,0.911818216,0.798975756,2
17.12,49.3821211,-0.617878863,0.470303369,0.91181821,0.79897449,2
17.14,49.3821211,-0.617878857,0.470303367,0.911818205,0.798973223,2
17.16,49.3821211,-0.617878852,0.470303364,0.911818199,0.798971957,2
17.18,49.3821212,-0.617878847,0.470303361,0.911818194,0.798970691,2
17.2,49.3821212,-0.617878842,0.470303358,0.911818189,0.798969424,2
17.22,49.3821212,-0.617878837,0.470303355,0.911818184,0.798968158,2
17.24,49.3821212,-0.617878833,0.470303353,0.911818179,0.798966891,2
17.26,49.3821212,-0.617878828,0.47030335,0.911818175,0.798965625,2
17.28,49.3821212,-0.617878824,0.470303347,0.911818171,0.798964359,2
17.3,49.3821212,-0.61787882,0.470303344,0.911818166,0.798963092,2
17.32,49.3821212,-0.617878816,0.470303341,0.911818162,0.798961826,2
17.34,49.3821212,-0.617878812,0.470303338,0.911818158,0.798960559,2
17.36,49.3821212,-0.617878808,0.470303335,0.911818155,0.798959293,2
17.38,49.3821212,-0.617878804,0.470303332,0.911818151,0.798958026,2
17.4,49.3821212,-0.617878801,0.470303329,0.911818148,0.79895676,2
17.42,49.3821212,-0.617878798,0.470303327,0.911818144,0.798955494,2
17.44,49.3821212,-0.617878794,0.470303324,0.911818141,0.798954227,2
17.46,49.3821212,-0.617878791,0.470303321,0.911818138,0.798952961,2
17.48,49.3821212,-0.617878788,0.470303318,0.911818135,0.798951694,2
17.5,49.3821212,-0.617878785,0.470303315,0.911818132,0.798950428,2
17.52,49.3821212,-0.617878782,0.470303312,0.91181813,0.798949162,2
17.54,49.3821212,-0.61787878,0.470303309,0.911818127,0.798947895,2
17.56,49.3821212,-0.617878777,0.470303306,0.911818125,0.798946629,2
17.58,49.3821212,-0.617878774,0.470303304,0.911818122,0.798945362,2
17.6,49.3821212,-0.617878772,0.470303301,0.91181812,0.798944096,2
17.62,49.3821212,-0.61787877,0.470303298,0.911818118,0.798942829,2
17.64,49.3821212,-0.617878767,0.470303295,0.911818116,0.798941563,2
17.66,49.3821212,-0.617878765,0.470303292,0.911818114,0.798940297,2
17.68,49.3821212,-0.617878763,0.47030329,0.911818112,0.79893903,2
17.7,49.3821212,-0.617878761,0.470303287,0.91181811,0.798937764,2
17.72,49.3821212,-0.617878759,0.470303284,0.911818108,0.798936497,2
17.74,49.3821212,-0.617878757,0.470303281,0.911818107,0.798935231,2
17.76,49.3821212,-0.617878756,0.470303278,0.911818105,0.798933965,2
17.78,49.3821212,-0.617878754,0.470303276,0.911818104,0.798932698,2
17.8,49.3821212,-0.617878752,0.470303273,0.911818102,0.798931432,2
17.82,49.3821212,-0.617878751,0.47030327,0.911818101,0.798930165,2
17.84,49.3821213,-0.617878749,0.470303268,0.9118181,0.798928899,2
17.86,49.3821213,-0.617878748,0.470303265,0.911818099,0.798927633,2
17.88,49.3821213,-0.617878746,0.470303262,0.911818098,0.798926366,2
17.9,49.3821213,-0.617878745,0.47030326,0.911818097,0.7989251,2
17.92,49.3821213,-0.617878744,0.470303257,0.911818096,0.798923833,2
17.94,49.3821213,-0.617878743,0.470303254,0.911818095,0.798922567,2
17.96,49.3821213,-0.617878742,0.470303252,0.911818094,0.7989213,2
17.98,49.3821213,-0.617878741,0.470303249,0.911818093,0.798920034,2
18,49.3821213,-0.61787874,0.470303247,0.911818093,0.798918768,2
18.02,49.3821213,-0.617878739,0.470303244,0.911818092,0.798917501,2
18.04,49.3821213,-0.617878738,0.470303241,0.911818091,0.798916235,2
18.06,49.3821213,-0.617878737,0.470303239,0.911818091,0.798914968,2
18.08,49.3821213,-0.617878736,0.470303236,0.91181809,0.798913702,2
18.1,49.3821213,-0.617878735,0.470303234,0.91181809,0.798912436,2
18.12,49.3821213,-0.617878735,0.470303232,0.91181809,0.798911169,2
18.14,49.3821213,-0.617878734,0.470303229,0.911818089,0.798909903,2
18.16,49.3821213,-0.617878733,0.470303227,0.911818089,0.798908636,2
18.18,49.3821213,-0.617878733,0.470303224,0.911818089,0.79890737,2
18.2,49.3821213,-0.617878732,0.470303222,0.911818089,0.798906103,2
18.22,49.3821213,-0.617878732,0.47030322,0.911818088,0.798904837,2
18.24,49.3821213,-0.617878731,0.470303217,0.911818088,0.798903571,2
18.26,49.3821213,-0.617878731,0.470303215,0.911818088,0.798902304,2
18.28,49.3821213,-0.617878731,0.470303213,0.911818088,0.798901038,2
18.3,49.3821213,-0.61787873,0.47030321,0.911818088,0.798899771,2
18.32,49.3821213,-0.61787873,0.470303208,0.911818088,0.798898505,2
18.34,49.3821213,-0.61787873,0.470303206,0.911818088,0.798897239,2
18.36,49.3821213,-0.617878729,0.470303204,0.911818088,0.798895972,2
18.38,49.3821213,-0.617878729,0.470303201,0.911818088,0.798894706,2
18.4,49.3821213,-0.617878729,0.470303199,0.911818088,0.798893439,2
18.42,49.3821213,-0.617878729,0.470303197,0.911818088,0.798892173,2
18.44,49.3821213,-0.617878728,0.470303195,0.911818089,0.798890907,2
18.46,49.3821213,-0.617878728,0.470303193,0.911818089,0.79888964,2
18.48,49.3821213,-0.617878728,0.470303191,0.911818089,0.798888374,2
18.5,49.3821213,-0.617878728,0.470303189,0.911818089,0.798887107,2
18.52,49.3821213,-0.617878728,0.470303187,0.91181809,0.798885841,2
18.54,49.3821213,-0.617878728,0.470303184,0.91181809,0.798884574,2
18.56,49.3821213,-0.617878728,0.470303182,0.91181809,0.798883308,2
18.58,49.3821213,-0.617878728,0.47030318,0.911818091,0.798882042,2
18.6,49.3821213,-0.617878728,0.470303178,0.911818091,0.798880775,2
18.62,49.3821213,-0.617878728,0.470303177,0.911818091,0.798879509,2
18.64,49.3821213,-0.617878728,0.470303175,0.911818092,0.798878242,2
18.66,49.3821213,-0.617878728,0.470303173,0.911818092,0.798876976,2
18.68,49.3821213,-0.617878728,0.470303171,0.911818093,0.79887571,2
18.7,49.3821213,-0.617878729,0.470303169,0.911818093,0.798874443,2
18.72,49.3821213,-0.617878729,0.470303167,0.911818093,0.798873177,2
18.74,49.3821213,-0.617878729,0.470303165,0.911818094,0.79887191,2
18.76,49.3821213,-0.617878729,0.470303163,0.911818094,0.798870644,2
18.78,49.3821213,-0.617878729,0.470303162,0.911818095,0.798869377,2
18.8,49.3821213,-0.617878729,0.47030316,0.911818095,0.798868111,2
18.82,49.3821213,-0.61787873,0.470303158,0.911818096,0.798866845,2
18.84,49.3821213,-0.61787873,0.470303156,0.911818096,0.798865578,2
18.86,49.3821213,-0.61787873,0.470303155,0.911818097,0.798864312,2
18.88,49.3821213,-0.61787873,0.470303153,0.911818098,0.798863045,2
18.9,49.3821213,-0.617878731,0.470303151,0.911818098,0.798861779,2
18.92,49.3821213,-0.617878731,0.470303149,0.911818099,0.798860513,2
18.94,49.3821213,-0.617878731,0.470303148,0.911818099,0.798859246,2
18.96,49.3821213,-0.617878731,0.470303146,0.9118181,0.79885798,2
18.98,49.3821213,-0.617878732,0.470303145,0.9118181,0.798856713,2
19,49.3821213,-0.617878732,0.470303143,0.911818101,0.798855447,2
19.02,49.3821213,-0.617878732,0.470303141,0.911818102,0.798854181,2
19.04,49.3821213,-0.617878733,0.47030314,0.911818102,0.798852914,2
19.06,49.3821213,-0.617878733,0.470303138,0.911818103,0.798851648,2
19.08,49.3821213,-0.617878733,0.470303137,0.911818103,0.798850381,2
19.1,49.3821213,-0.617878734,0.470303135,0.911818104,0.798849115,2
19.12,49.3821213,-0.617878734,0.470303134,0.911818105,0.798847848,2
19.14,49.3821213,-0.617878734,0.470303132,0.911818105,0.798846582,2
19.16,49.3821213,-0.617878735,0.470303131,0.911818106,0.798845316,2
19.18,49.3821213,-0.617878735,0.470303129,0.911818107,0.798844049,2
19.2,49.3821213,-0.617878735,0.470303128,0.911818107,0.798842783,2
19.22,49.3821213,-0.617878736,0.470303127,0.911818108,0.798841516,2
19.24,49.3821213,-0.617878736,0.470303125,0.911818109,0.79884025,2
19.26,49.3821213,-0.617878737,0.470303124,0.911818109,0.798838984,2
19.28,49.3821213,-0.617878737,0.470303123,0.91181811,0.798837717,2
19.3,49.3821213,-0.617878737,0.470303121,0.911818111,0.798836451,2
19.32,49.3821213,-0.617878738,0.47030312,0.911818111,0.798835184,2
19.34,49.3821213,-0.617878738,0.470303119,0.911818112,0.798833918,2
19.36,49.3821213,-0.617878739,0.470303117,0.911818113,0.798832651,2
19.38,49.3821213,-0.617878739,0.470303116,0.911818113,0.798831385,2
19.4,49.3821213,-0.617878739,0.470303115,0.911818114,0.798830119,2
19.42,49.3821213,-0.61787874,0.470303114,0.911818114,0.798828852,2
19.44,49.3821213,-0.61787874,0.470303112,0.911818115,0.798827586,2
19.46,49.3821213,-0.617878741,0.470303111,0.911818116,0.798826319,2
19.48,49.3821213,-0.617878741,0.47030311,0.911818116,0.798825053,2
19.5,49.3821213,-0.617878741,0.470303109,0.911818117,0.798823787,2
19.52,49.3821213,-0.617878742,0.470303108,0.911818118,0.79882252,2
19.54,49.3821213,-0.617878742,0.470303107,0.911818118,0.798821254,2
19.56,49.3821213,-0.617878743,0.470303105,0.911818119,0.798819987,2
19.58,49.3821213,-0.617878743,0.470303104,0.91181812,0.798818721,2
19.6,49.3821213,-0.617878743,0.470303103,0.91181812,0.798817455,2
19.62,49.3821213,-0.617878744,0.470303102,0.911818121,0.798816188,2
19.64,49.3821213,-0.617878744,0.470303101,0.911818122,0.798814922,2
19.66,49.3821213,-0.617878745,0.4703031,0.911818122,0.798813655,2
19.68,49.3821213,-0.617878745,0.470303099,0.911818123,0.798812389,2
19.7,49.3821213,-0.617878746,0.470303098,0.911818124,0.798811122,2
19.72,49.3821213,-0.617878746,0.470303097,0.911818124,0.798809856,2
19.74,49.3821213,-0.617878746,0.470303096,0.911818125,0.79880859,2
19.76,49.3821213,-0.617878747,0.470303095,0.911818125,0.798807323,2
19.78,49.3821213,-0.617878747,0.470303094,0.911818126,0.798806057,2
19.8,49.3821213,-0.617878748,0.470303093,0.911818127,0.79880479,2
19.82,49.3821213,-0.617878748,0.470303092,0.911818127,0.798803524,2
19.84,49.3821213,-0.617878748,0.470303091,0.911818128,0.798802258,2
19.86,49.3821213,-0.617878749,0.47030309,0.911818128,0.798800991,2
19.88,49.3821213,-0.617878749,0.470303089,0.911818129,0.798799725,2
19.9,49.3821213,-0.61787875,0.470303088,0.91181813,0.798798458,2
19.92,49.3821212,-0.61787875,0.470303087,0.91181813,0.798797192,2
19.94,49.3821212,-0.617878751,0.470303087,0.911818131,0.798795925,2
19.96,49.3821212,-0.617878751,0.470303086,0.911818131,0.798794659,2
19.98,49.3821212,-0.617878751,0.470303085,0.911818132,0.798793393,2
20,49.3821212,-0.617878752,0.470303084,0.911818133,0.798792126,2
20.02,49.3821212,-0.617878752,0.470303083,0.911818133,0.79879086,2
20.04,49.3821212,-0.617878752,0.470303082,0.911818134,0.798789593,2
20.06,49.3821212,-0.617878753,0.470303082,0.911818134,0.798788327,2
20.08,49.3821212,-0.617878753,0.470303081,0.911818135,0.798787061,2
20.1,49.3821212,-0.617878754,0.47030308,0.911818136,0.798785794,2
20.12,49.3821212,-0.617878754,0.470303079,0.911818136,0.798784528,2
20.14,49.3821212,-0.617878754,0.470303078,0.911818137,0.798783261,2
20.16,49.3821212,-0.617878755,0.470303078,0.911818137,0.798781995,2
20.18,49.3821212,-0.617878755,0.470303077,0.911818138,0.798780728,2
20.2,49.3821212,-0.617878756,0.470303076,0.911818138,0.798779462,2
20.22,49.3821212,-0.617878756,0.470303076,0.911818139,0.798778196,2
20.24,49.3821212,-0.617878756,0.470303075,0.911818139,0.798776929,2
20.26,49.3821212,-0.617878757,0.470303074,0.91181814,0.798775663,2
20.28,49.3821212,-0.617878757,0.470303073,0.91181814,0.798774396,2
20.3,49.3821212,-0.617878757,0.470303073,0.911818141,0.79877313,2
20.32,49.3821212,-0.617878758,0.470303072,0.911818141,0.798771864,2
20.34,49.3821212,-0.617878758,0.470303071,0.911818142,0.798770597,2
20.36,49.3821212,-0.617878759,0.470303071,0.911818142,0.798769331,2
20.38,49.3821212,-0.617878759,0.47030307,0.911818143,0.798768064,2
20.4,49.3821212,-0.617878759,0.47030307,0.911818143,0.798766798,2
20.42,49.3821212,-0.61787876,0.470303069,0.911818144,0.798765532,2
20.44,49.3821212,-0.61787876,0.470303068,0.911818144,0.798764265,2
20.46,49.3821212,-0.61787876,0.470303068,0.911818145,0.798762999,2
20.48,49.3821212,-0.617878761,0.470303067,0.911818145,0.798761732,2
20.5,49.3821212,-0.617878761,0.470303067,0.911818146,0.798760466,2
20.52,49.3821212,-0.617878761,0.470303066,0.911818146,0.798759199,2
20.54,49.3821212,-0.617878762,0.470303065,0.911818147,0.798757933,2
20.56,49.3821212,-0.617878762,0.470303065,0.911818147,0.798756667,2
20.58,49.3821212,-0.617878762,0.470303064,0.911818148,0.7987554,2
20.6,49.3821212,-0.617878763,0.470303064,0.911818148,0.798754134,2
20.62,49.3821212,-0.617878763,0.470303063,0.911818149,0.798752867,2
20.64,49.3821212,-0.617878763,0.470303063,0.911818149,0.798751601,2
20.66,49.3821212,-0.617878764,0.470303062,0.911818149,0.798750335,2
20.68,49.3821212,-0.617878764,0.470303062,0.91181815,0.798749068,2
20.7,49.3821212,-0.617878764,0.470303061,0.91181815,0.798747802,2
20.72,49.3821212,-0.617878764,0.470303061,0.911818151,0.798746535,2
20.74,49.3821212,-0.617878765,0.47030306,0.911818151,0.798745269,2
20.76,49.3821212,-0.617878765,0.47030306,0.911818152,0.798744002,2
20.78,49.3821212,-0.617878765,0.470303059,0.911818152,0.798742736,2
20.8,49.3821212,-0.617878766,0.470303059,0.911818152,0.79874147,2
20.82,49.3821212,-0.617878766,0.470303058,0.911818153,0.798740203,2
20.84,49.3821212,-0.617878766,0.470303058,0.911818153,0.798738937,2
20.86,49.3821212,-0.617878767,0.470303057,0.911818154,0.79873767,2
20.88,49.3821212,-0.617878767,0.470303057,0.911818154,0.798736404,2
20.9,49.3821212,-0.617878767,0.470303056,0.911818154,0.798735138,2
20.92,49.3821212,-0.617878767,0.470303056,0.911818155,0.798733871,2
20.94,49.3821212,-0.617878768,0.470303056,0.911818155,0.798732605,2
20.96,49.3821212,-0.617878768,0.470303055,0.911818155,0.798731338,2
20.98,49.3821212,-0.617878768,0.470303055,0.911818156,0.798730072,2
21,49.3821212,-0.617878768,0.470303054,0.911818156,0.798728806,2
21.02,49.3821212,-0.617878769,0.470303054,0.911818157,0.798727539,2
21.04,49.3821212,-0.617878769,0.470303054,0.911818157,0.798726273,2
21.06,49.3821212,-0.617878769,0.470303053,0.911818157,0.798725006,2
21.08,49.3821212,-0.617878769,0.470303053,0.911818158,0.79872374,2
21.1,49.3821212,-0.61787877,0.470303052,0.911818158,0.798722473,2
21.12,49.3821212,-0.61787877,0.470303052,0.911818158,0.798721207,2
21.14,49.3821212,-0.61787877,0.470303052,0.911818159,0.798719941,2
21.16,49.3821212,-0.61787877,0.470303051,0.911818159,0.798718674,2
21.18,49.3821212,-0.617878771,0.470303051,0.911818159,0.798717408,2
21.2,49.3821212,-0.617878771,0.470303051,0.91181816,0.798716141,2
21.22,49.3821212,-0.617878771,0.47030305,0.91181816,0.798714875,2
21.24,49.3821212,-0.617878771,0.47030305,0.91181816,0.798713609,2
21.26,49.3821212,-0.617878772,0.47030305,0.911818161,0.798712342,2
21.28,49.3821212,-0.617878772,0.470303049,0.911818161,0.798711076,2
21.3,49.3821212,-0.617878772,0.470303049,0.911818161,0.798709809,2
21.32,49.3821212,-0.617878772,0.470303049,0.911818161,0.798708543,2
21.34,49.3821212,-0.617878773,0.470303048,0.911818162,0.798707276,2
21.36,49.3821212,-0.617878773,0.470303048,0.911818162,0.79870601,2
21.38,49.3821212,-0.617878773,0.470303048,0.911818162,0.798704744,2
21.4,49.3821212,-0.617878773,0.470303048,0.911818163,0.798703477,2
21.42,49.3821212,-0.617878773,0.470303047,0.911818163,0.798702211,2
21.44,49.3821212,-0.617878774,0.470303047,0.911818163,0.798700944,2
21.46,49.3821212,-0.617878774,0.470303047,0.911818163,0.798699678,2
21.48,49.3821212,-0.617878774,0.470303046,0.911818164,0.798698412,2
21.5,49.3821212,-0.617878774,0.470303046,0.911818164,0.798697145,2
21.52,49.3821212,-0.617878774,0.470303046,0.911818164,0.798695879,2
21.54,49.3821212,-0.617878775,0.470303046,0.911818164,0.798694612,2
21.56,49.3821212,-0.617878775,0.470303045,0.911818165,0.798693346,2
21.58,49.3821212,-0.617878775,0.470303045,0.911818165,0.79869208,2
21.6,49.3821212,-0.617878775,0.470303045,0.911818165,0.798690813,2
21.62,49.3821212,-0.617878775,0.470303045,0.911818165,0.798689547,2
21.64,49.3821212,-0.617878776,0.470303044,0.911818166,0.79868828,2
21.66,49.3821212,-0.617878776,0.470303044,0.911818166,0.798687014,2
21.68,49.3821212,-0.617878776,0.470303044,0.911818166,0.798685747,2
21.7,49.3821212,-0.617878776,0.470303044,0.911818166,0.798684481,2
21.72,49.3821212,-0.617878776,0.470303043,0.911818167,0.798683215,2
21.74,49.3821212,-0.617878776,0.470303043,0.911818167,0.798681948,2
21.76,49.3821212,-0.617878777,0.470303043,0.911818167,0.798680682,2
21.78,49.3821212,-0.617878777,0.470303043,0.911818167,0.798679415,2
21.8,49.3821212,-0.617878777,0.470303043,0.911818168,0.798678149,2
21.82,49.3821212,-0.617878777,0.470303042,0.911818168,0.798676883,2
21.84,49.3821212,-0.617878777,0.470303042,0.911818168,0.798675616,2
21.86,49.3821212,-0.617878777,0.470303042,0.911818168,0.79867435,2
21.88,49.3821212,-0.617878778,0.470303042,0.911818168,0.798673083,2
21.9,49.3821212,-0.617878778,0.470303042,0.911818169,0.798671817,2
21.92,49.3821212,-0.617878778,0.470303041,0.911818169,0.79867055,2
21.94,49.3821212,-0.617878778,0.470303041,0.911818169,0.798669284,2
21.96,49.3821212,-0.617878778,0.470303041,0.911818169,0.798668018,2
21.98,49.3821212,-0.617878778,0.470303041,0.911818169,0.798666751,2
22,49.3821212,-0.617878778,0.470303041,0.91181817,0.798665485,2
22.02,49.3821212,-0.617878779,0.47030304,0.91181817,0.798664218,2
22.04,49.3821212,-0.617878779,0.47030304,0.91181817,0.798662952,2
22.06,49.3821212,-0.617878779,0.47030304,0.91181817,0.798661686,2
22.08,49.3821212,-0.617878779,0.47030304,0.91181817,0.798660419,2
22.1,49.3821212,-0.617878779,0.47030304,0.911818171,0.798659153,2
22.12,49.3821212,-0.617878779,0.47030304,0.911818171,0.798657886,2
22.14,49.3821212,-0.617878779,0.470303039,0.911818171,0.79865662,2
22.16,49.3821212,-0.61787878,0.470303039,0.911818171,0.798655353,2
22.18,49.3821212,-0.61787878,0.470303039,0.911818171,0.798654087,2
22.2,49.3821212,-0.61787878,0.470303039,0.911818171,0.798652821,2
22.22,49.3821212,-0.61787878,0.470303039,0.911818172,0.798651554,2
22.24,49.3821212,-0.61787878,0.470303039,0.911818172,0.798650288,2
22.26,49.3821212,-0.61787878,0.470303038,0.911818172,0.798649021,2
22.28,49.3821212,-0.61787878,0.470303038,0.911818172,0.798647755,2
22.3,49.3821212,-0.61787878,0.470303038,0.911818172,0.798646489,2
22.32,49.3821212,-0.61787878,0.470303038,0.911818172,0.798645222,2
22.34,49.3821212,-0.617878781,0.470303038,0.911818172,0.798643956,2
22.36,49.3821212,-0.617878781,0.470303038,0.911818173,0.798642689,2
22.38,49.3821212,-0.617878781,0.470303038,0.911818173,0.798641423,2
22.4,49.3821212,-0.617878781,0.470303038,0.911818173,0.798640157,2
22.42,49.3821212,-0.617878781,0.470303037,0.911818173,0.79863889,2
22.44,49.3821212,-0.617878781,0.470303037,0.911818173,0.798637624,2
22.46,49.3821212,-0.617878781,0.470303037,0.911818173,0.798636357,2
22.48,49.3821212,-0.617878781,0.470303037,0.911818173,0.798635091,2
22.5,49.3821212,-0.617878781,0.470303037,0.911818174,0.798633824,2
22.52,49.3821212,-0.617878782,0.470303037,0.911818174,0.798632558,2
22.54,49.3821212,-0.617878782,0.470303037,0.911818174,0.798631292,2
22.56,49.3821212,-0.617878782,0.470303037,0.911818174,0.798630025,2
22.58,49.3821212,-0.617878782,0.470303036,0.911818174,0.798628759,2
22.6,49.3821212,-0.617878782,0.470303036,0.911818174,0.798627492,2
22.62,49.3821212,-0.617878782,0.470303036,0.911818174,0.798626226,2
22.64,49.3821212,-0.617878782,0.470303036,0.911818174,0.79862496,2
22.66,49.3821212,-0.617878782,0.470303036,0.911818175,0.798623693,2
22.68,49.3821212,-0.617878782,0.470303036,0.911818175,0.798622427,2
22.7,49.3821212,-0.617878782,0.470303036,0.911818175,0.79862116,2
22.72,49.3821212,-0.617878782,0.470303036,0.911818175,0.798619894,2
22.74,49.3821212,-0.617878783,0.470303036,0.911818175,0.798618627,2
22.76,49.3821212,-0.617878783,0.470303036,0.911818175,0.798617361,2
22.78,49.3821212,-0.617878783,0.470303035,0.911818175,0.798616095,2
22.8,49.3821212,-0.617878783,0.470303035,0.911818175,0.798614828,2
22.82,49.3821212,-0.617878783,0.470303035,0.911818175,0.798613562,2
22.84,49.3821212,-0.617878783,0.470303035,0.911818176,0.798612295,2
22.86,49.3821212,-0.617878783,0.470303035,0.911818176,0.798611029,2
22.88,49.3821212,-0.617878783,0.470303035,0.911818176,0.798609763,2
22.9,49.3821212,-0.617878783,0.470303035,0.911818176,0.798608496,2
22.92,49.3821212,-0.617878783,0.470303035,0.911818176,0.79860723,2
22.94,49.3821212,-0.617878783,0.470303035,0.911818176,0.798605963,2
22.96,49.3821212,-0.617878783,0.470303035,0.911818176,0.798604697,2
22.98,49.3821212,-0.617878784,0.470303035,0.911818176,0.798603431,2
23,49.3821212,-0.617878784,0.470303034,0.911818176,0.798602164,2
23.02,49.3821212,-0.617878784,0.470303034,0.911818176,0.798600898,2
23.04,49.3821212,-0.617878784,0.470303034,0.911818177,0.798599631,2
23.06,49.3821212,-0.617878784,0.470303034,0.911818177,0.798598365,2
23.08,49.3821212,-0.617878784,0.470303034,0.911818177,0.798597098,2
23.1,49.3821212,-0.617878784,0.470303034,0.911818177,0.798595832,2
23.12,49.3821212,-0.617878784,0.470303034,0.911818177,0.798594566,2
23.14,49.3821212,-0.617878784,0.470303034,0.911818177,0.798593299,2
23.16,49.3821212,-0.617878784,0.470303034,0.911818177,0.798592033,2
23.18,49.3821212,-0.617878784,0.470303034,0.911818177,0.798590766,2
23.2,49.3821212,-0.617878784,0.470303034,0.911818177,0.7985895,2
23.22,49.3821212,-0.617878784,0.470303034,0.911818177,0.798588234,2
23.24,49.3821212,-0.617878784,0.470303034,0.911818177,0.798586967,2
23.26,49.3821212,-0.617878784,0.470303034,0.911818177,0.798585701,2
23.28,49.3821212,-0.617878784,0.470303034,0.911818177,0.798584434,2
23.3,49.3821212,-0.617878785,0.470303033,0.911818178,0.798583168,2
23.32,49.3821212,-0.617878785,0.470303033,0.911818178,0.798581901,2
23.34,49.3821212,-0.617878785,0.470303033,0.911818178,0.798580635,2
23.36,49.3821212,-0.617878785,0.470303033,0.911818178,0.798579369,2
23.38,49.3821212,-0.617878785,0.470303033,0.911818178,0.798578102,2
23.4,49.3821212,-0.617878785,0.470303033,0.911818178,0.798576836,2
23.42,49.3821212,-0.617878785,0.470303033,0.911818178,0.798575569,2
23.44,49.3821212,-0.617878785,0.470303033,0.911818178,0.798574303,2
23.46,49.3821212,-0.617878785,0.470303033,0.911818178,0.798573037,2
23.48,49.3821212,-0.617878785,0.470303033,0.911818178,0.79857177,2
23.5,49.3821212,-0.617878785,0.470303033,0.911818178,0.798570504,2
23.52,49.3821212,-0.617878785,0.470303033,0.911818178,0.798569237,2
